Order ID,Customer Name,Food Item,Category,Quantity,Price,Payment Method,Order Time,Sales Amount
6622,Erica Medina,Cake,Dessert,4,3.47,Debit Card,6/20/2025 23:52,13.88
6626,Robert Campbell,Salad,Starter,1,21.57,Cash,4/20/2025 13:58,21.57
6634,Sara Graham,Pasta,Main,5,24.87,Credit Card,6/2/2025 10:53,124.35
6635,Diane Garza,Pizza,Main,4,21.66,Credit Card,7/12/2025 9:30,86.64
6672,Martin Estrada,Brownie,Dessert,1,8.92,Debit Card,2/5/2025 1:29,8.92
6685,Gregory Stephens,Brownie,Dessert,1,17.35,Debit Card,6/24/2025 0:55,17.35
6686,John Sutton,Burger,Main,2,6.44,Debit Card,8/4/2025 7:20,12.88
6706,Luis Welch,Brownie,Dessert,5,9.32,Debit Card,4/6/2025 18:44,46.6
6721,Ricardo Neal,Salad,Starter,5,5.87,Cash,6/5/2025 12:22,29.35
6753,Jennifer Reed,Fries,Starter,2,15.2,Debit Card,6/3/2025 5:28,30.4
6759,Nicole Collins,Pizza,Main,3,20.29,Cash,3/6/2025 17:30,60.87
6776,Yvonne Davis,Soup,Starter,5,22.33,Online Payment,2/13/2025 17:44,111.65
6789,Nicole Barrett,Brownie,Dessert,5,22.18,Cash,6/14/2025 14:56,110.9
6792,Jason Martin,Soup,Starter,4,8.76,Online Payment,3/18/2025 13:25,35.04
6802,Lisa Andrade,Salad,Starter,2,8.41,Credit Card,7/21/2025 0:43,16.82
6805,Michael Roberts,Fries,Starter,1,16.32,Credit Card,1/29/2025 3:45,16.32
6807,Jose Kane,Fries,Starter,4,3.6,Credit Card,3/2/2025 16:09,14.4
6815,Kurt Washington,Cake,Dessert,4,10.62,Online Payment,1/18/2025 2:30,42.48
6823,Melinda Myers,Cake,Dessert,4,10.8,Credit Card,2/20/2025 18:15,43.2
6828,Jason King,Salad,Starter,4,7.64,Cash,3/2/2025 10:16,30.56
6841,Amy Ellis,Brownie,Dessert,5,5.97,Credit Card,8/12/2025 9:36,29.85
6857,Mary Johnson,Salad,Starter,4,13.08,Debit Card,5/20/2025 12:34,52.32
6863,Marisa Chang,Fries,Starter,1,16.38,Debit Card,3/27/2025 12:16,16.38
6918,Luis Mccullough,Ice Cream,Dessert,3,11.34,Cash,6/18/2025 10:36,34.02
6920,Jennifer Hunter,Fries,Starter,3,17.36,Cash,6/7/2025 11:18,52.08
6939,Tracy Bryant,Fries,Starter,1,6.67,Credit Card,1/28/2025 9:19,6.67
6967,James Martinez,Pizza,Main,2,2.17,Debit Card,5/19/2025 15:47,4.34
6981,Melissa Diaz,Soup,Starter,3,8.73,Debit Card,7/22/2025 17:23,26.19
7004,Wanda Gould,Pasta,Main,3,12.29,Online Payment,5/11/2025 10:45,36.87
7016,Melinda Levine,Fries,Starter,5,9,Credit Card,1/29/2025 10:09,45
7019,Guy Gay,Burger,Main,4,21.44,Debit Card,7/25/2025 22:43,85.76
7043,Janet Salazar,Fries,Starter,2,5.93,Credit Card,6/21/2025 19:24,11.86
7046,Jeremy Johnson,Pasta,Main,2,13.69,Cash,4/13/2025 18:17,27.38
7092,Michael Smith,Salad,Starter,3,3.13,Credit Card,4/15/2025 10:57,9.39
7106,Emily Mcmillan,Salad,Starter,5,17.38,Cash,6/21/2025 22:04,86.9
7117,Robert Mahoney,Cake,Dessert,1,3.02,Credit Card,3/29/2025 2:52,3.02
7161,Daniel Fisher,Brownie,Dessert,4,22.68,Online Payment,2/10/2025 2:47,90.72
7194,Christina Adams,Pasta,Main,5,18.18,Cash,2/27/2025 13:51,90.9
7215,Brittany Hughes,Soup,Starter,1,14.27,Cash,7/30/2025 19:02,14.27
7240,Patricia Smith,Ice Cream,Dessert,4,19.19,Online Payment,4/27/2025 20:03,76.76
7257,Diane Olson,Pizza,Main,3,11.61,Debit Card,4/1/2025 15:08,34.83
7301,Kimberly Tyler,Fries,Starter,4,2.81,Credit Card,1/24/2025 10:51,11.24
7314,Justin Powell,Pizza,Main,2,9.13,Cash,5/7/2025 18:24,18.26
7424,Derek Cooper,Cake,Dessert,1,2.51,Credit Card,3/16/2025 9:13,2.51
7426,Andrew Reilly,Soup,Starter,3,19.13,Debit Card,3/22/2025 14:22,57.39
7469,Jasmine Sharp,Fries,Starter,3,16.38,Cash,1/20/2025 21:57,49.14
7476,William Cross,Salad,Starter,4,22.46,Cash,4/28/2025 20:25,89.84
7479,Richard Brown,Burger,Main,5,10.93,Debit Card,5/15/2025 19:57,54.65
7489,Lisa Franklin,Salad,Starter,4,22.14,Credit Card,4/29/2025 12:51,88.56
7532,Dennis Turner,Brownie,Dessert,4,23.76,Online Payment,8/10/2025 19:33,95.04
7535,Corey Rodriguez,Salad,Starter,2,22.45,Cash,4/8/2025 9:28,44.9
7554,Maurice Lyons,Pasta,Main,4,2.69,Credit Card,1/12/2025 7:18,10.76
7570,Larry Santiago,Burger,Main,4,21.01,Debit Card,5/8/2025 12:15,84.04
7586,Mr. Douglas James MD,Pasta,Main,4,7.76,Online Payment,1/18/2025 12:47,31.04
7605,Jessica Burke,Pasta,Main,4,23.55,Credit Card,7/13/2025 12:42,94.2
7606,Kathleen Miranda,Pizza,Main,3,19.67,Debit Card,2/18/2025 20:11,59.01
7628,Jose Macias,Burger,Main,2,22.54,Credit Card,5/14/2025 8:41,45.08
7631,Stacy Wagner,Fries,Starter,1,18.78,Online Payment,8/11/2025 15:20,18.78
7636,Mrs. Sheila Dean,Pasta,Main,4,18.54,Credit Card,6/11/2025 3:33,74.16
7659,Susan Carter,Pasta,Main,1,16.06,Cash,8/6/2025 17:35,16.06
7705,Richard Garcia,Burger,Main,5,12.3,Online Payment,2/11/2025 3:19,61.5
7716,Shannon Morales PhD,Ice Cream,Dessert,3,19.07,Online Payment,2/4/2025 19:58,57.21
7720,Lynn Smith,Cake,Dessert,1,22.1,Debit Card,1/25/2025 12:55,22.1
7725,Larry Perry MD,Pizza,Main,2,5.31,Credit Card,1/23/2025 14:59,10.62
7756,Christina Cochran,Brownie,Dessert,1,21.83,Credit Card,7/26/2025 8:22,21.83
7768,Alexander Nielsen,Burger,Main,2,9.17,Online Payment,5/18/2025 12:15,18.34
7792,Brandon King,Salad,Starter,1,6.8,Debit Card,7/14/2025 14:41,6.8
7805,Dakota Hughes,Ice Cream,Dessert,1,17.82,Debit Card,4/13/2025 5:56,17.82
7824,Kimberly Gilbert,Brownie,Dessert,5,9.88,Cash,5/22/2025 21:34,49.4
7876,Ivan Haynes,Soup,Starter,5,20.54,Credit Card,7/23/2025 8:10,102.7
7900,Evan Howard,Pizza,Main,4,3.61,Online Payment,3/11/2025 12:11,14.44
7901,Karen Hester,Soup,Starter,4,3.07,Debit Card,1/10/2025 21:51,12.28
7910,Christopher Ruiz,Salad,Starter,1,15.78,Online Payment,1/18/2025 18:55,15.78
7920,Jennifer Santos,Soup,Starter,1,6.65,Debit Card,6/14/2025 20:05,6.65
7930,Amanda Mcfarland,Brownie,Dessert,3,15.07,Cash,4/24/2025 12:27,45.21
7940,Wendy Nichols,Cake,Dessert,4,3.79,Online Payment,8/14/2025 5:17,15.16
7960,Diana House,Cake,Dessert,3,5.09,Cash,1/4/2025 6:48,15.27
7965,Timothy Thomas,Cake,Dessert,5,6.64,Online Payment,4/22/2025 0:59,33.2
7969,Victoria Sims,Burger,Main,4,13.99,Credit Card,2/14/2025 4:48,55.96
7972,Barbara Ray,Cake,Dessert,1,17.86,Cash,3/25/2025 5:17,17.86
7976,Ronald Floyd,Pizza,Main,4,4.07,Online Payment,7/22/2025 17:45,16.28
7981,Wesley Jimenez,Fries,Starter,5,9.07,Credit Card,4/24/2025 0:36,45.35
8008,Paul Wright MD,Pizza,Main,1,10.08,Online Payment,7/22/2025 6:25,10.08
8018,Johnny Dennis,Burger,Main,5,11.79,Debit Card,4/28/2025 8:09,58.95
8051,Brandi Houston,Burger,Main,3,22.52,Credit Card,8/12/2025 11:08,67.56
8091,Lisa Mora,Fries,Starter,5,9.49,Cash,5/23/2025 4:28,47.45
8109,Jeffery Mason,Salad,Starter,2,15.56,Debit Card,7/2/2025 18:30,31.12
8137,James Chase,Burger,Main,5,22.71,Online Payment,6/16/2025 7:59,113.55
8168,Curtis Townsend,Salad,Starter,2,5.95,Credit Card,2/2/2025 1:44,11.9
8170,Anna Smith,Pasta,Main,3,21.48,Cash,5/28/2025 17:07,64.44
8174,Troy Roberts,Pasta,Main,2,7.19,Credit Card,4/6/2025 5:47,14.38
8184,Amanda Keller,Brownie,Dessert,2,8.43,Debit Card,1/7/2025 5:36,16.86
8196,Michele Ball,Brownie,Dessert,1,13.91,Online Payment,4/9/2025 17:49,13.91
8216,Allison Lynch,Burger,Main,4,4.46,Cash,7/3/2025 4:25,17.84
8243,Anthony Armstrong,Fries,Starter,4,6.04,Debit Card,8/12/2025 23:49,24.16
8255,Kimberly Barnett,Pasta,Main,5,20.85,Credit Card,5/9/2025 5:01,104.25
8278,Patricia Nunez,Brownie,Dessert,3,18.95,Credit Card,2/2/2025 2:30,56.85
8279,Richard Roberts,Burger,Main,2,12.61,Credit Card,8/4/2025 0:41,25.22
8280,Shannon Mueller,Pizza,Main,2,22.99,Cash,3/22/2025 4:57,45.98
8290,Jeanette Ramirez,Soup,Starter,2,16.98,Credit Card,3/20/2025 14:17,33.96
8321,Tamara Winters,Fries,Starter,1,19.75,Cash,7/27/2025 5:02,19.75
8360,Michael Skinner,Brownie,Dessert,4,19.7,Debit Card,2/3/2025 0:37,78.8
8382,Andrea Reynolds,Pizza,Main,3,6.65,Credit Card,7/29/2025 7:04,19.95
8430,Matthew Hays,Ice Cream,Dessert,1,4.1,Cash,8/1/2025 20:43,4.1
8445,Shawn Cherry,Brownie,Dessert,3,6.18,Cash,1/22/2025 11:31,18.54
8460,Christopher Dunlap,Soup,Starter,5,24.88,Online Payment,3/3/2025 8:36,124.4
8482,Alexis Williams,Cake,Dessert,1,17.95,Credit Card,3/14/2025 4:14,17.95
8483,Ethan Combs,Ice Cream,Dessert,4,16.21,Online Payment,3/5/2025 20:27,64.84
8526,Jane Guzman,Salad,Starter,1,15.84,Cash,6/17/2025 21:22,15.84
8544,Melissa Ballard,Ice Cream,Dessert,2,6.19,Online Payment,4/22/2025 14:02,12.38
8560,Kenneth Ferguson,Pizza,Main,1,20.26,Credit Card,8/7/2025 8:55,20.26
8612,Dillon Church,Fries,Starter,4,6.95,Credit Card,4/22/2025 9:03,27.8
8625,Mary Curtis,Cake,Dessert,5,22.96,Debit Card,7/7/2025 4:42,114.8
8629,Mrs. Melissa Schmidt,Burger,Main,1,9.28,Debit Card,1/7/2025 7:38,9.28
8664,Austin Cain,Burger,Main,5,19.78,Debit Card,5/20/2025 16:56,98.9
8675,Anthony Griffin,Pasta,Main,3,6.38,Credit Card,6/23/2025 0:18,19.14
8676,Melissa Garcia,Burger,Main,3,11.5,Debit Card,2/12/2025 14:06,34.5
8700,Linda Dean,Pizza,Main,1,6.27,Credit Card,6/8/2025 12:54,6.27
8740,Ashley Wilson,Cake,Dessert,5,12.26,Credit Card,2/9/2025 21:00,61.3
8767,Gregory Hicks MD,Pizza,Main,2,3.25,Cash,6/2/2025 23:01,6.5
8786,Thomas Huynh,Ice Cream,Dessert,2,2.27,Debit Card,6/15/2025 17:21,4.54
8800,Margaret Lopez,Soup,Starter,1,21.58,Cash,6/26/2025 13:08,21.58
8824,Diane Perez,Burger,Main,4,4.68,Cash,5/8/2025 13:37,18.72
8828,Bailey Pearson,Salad,Starter,1,13.11,Cash,4/14/2025 6:03,13.11
8851,Billy Tapia,Cake,Dessert,3,8.03,Cash,7/10/2025 21:53,24.09
8874,Nicole Parrish,Pizza,Main,1,23.88,Cash,7/5/2025 3:18,23.88
8875,Jennifer Moreno,Brownie,Dessert,2,20.3,Online Payment,4/16/2025 4:11,40.6
8884,Larry Higgins,Pizza,Main,3,9.64,Debit Card,5/30/2025 16:30,28.92
8927,Courtney Patterson,Soup,Starter,1,18.17,Cash,6/29/2025 16:52,18.17
8964,Frank Pena,Pasta,Main,4,3.5,Online Payment,7/31/2025 12:30,14
8968,Karen Cain,Pizza,Main,1,16.31,Online Payment,3/23/2025 15:16,16.31
8984,Kristin Bennett,Brownie,Dessert,4,17.02,Credit Card,6/4/2025 7:16,68.08
8996,Cassandra Alexander,Fries,Starter,4,7.58,Cash,5/4/2025 7:28,30.32
9001,Geoffrey Jenkins,Pasta,Main,5,11.9,Online Payment,6/4/2025 21:40,59.5
9040,David Bailey,Cake,Dessert,5,19.49,Cash,5/21/2025 14:35,97.45
9053,Thomas Hernandez,Pizza,Main,4,16.4,Cash,5/28/2025 3:14,65.6
9086,James Nixon,Soup,Starter,1,10.32,Online Payment,8/14/2025 7:20,10.32
9087,Benjamin Stark,Brownie,Dessert,1,5.68,Debit Card,5/28/2025 5:50,5.68
9088,Charles Evans,Soup,Starter,3,3.33,Online Payment,5/15/2025 11:37,9.99
9089,Don Davis,Pizza,Main,5,16.93,Online Payment,4/6/2025 14:37,84.65
9101,Laura Valdez,Burger,Main,3,4.78,Online Payment,7/28/2025 0:33,14.34
9125,Cindy Smith,Fries,Starter,3,16.68,Online Payment,8/4/2025 13:08,50.04
9126,Dale Salinas,Brownie,Dessert,5,23.28,Credit Card,1/5/2025 6:31,116.4
9130,Valerie Jones,Fries,Starter,4,18.67,Online Payment,2/10/2025 7:53,74.68
9154,Jessica Williams,Salad,Starter,3,22.49,Credit Card,6/18/2025 20:47,67.47
9175,Mark Smith,Cake,Dessert,4,16.02,Credit Card,7/28/2025 6:31,64.08
9207,Joseph Kelley,Brownie,Dessert,4,13.24,Cash,2/13/2025 1:16,52.96
9211,Richard Lee,Pizza,Main,5,6.59,Cash,8/5/2025 22:33,32.95
9240,Zachary Fisher,Brownie,Dessert,5,7.57,Debit Card,8/1/2025 8:53,37.85
9267,Hailey Massey,Brownie,Dessert,5,20.81,Cash,1/12/2025 6:36,104.05
9271,Jennifer Barron,Salad,Starter,1,7.31,Debit Card,5/15/2025 13:59,7.31
9276,Alison Smith,Salad,Starter,4,21.35,Debit Card,4/20/2025 11:28,85.4
9294,Thomas Aguirre,Salad,Starter,4,17.29,Debit Card,6/15/2025 6:59,69.16
9301,Jessica Jacobs,Pasta,Main,1,17.89,Credit Card,4/7/2025 7:43,17.89
9305,Jonathan Lynch,Cake,Dessert,1,5.14,Credit Card,7/27/2025 3:31,5.14
9319,John Mckinney,Ice Cream,Dessert,4,14.17,Online Payment,1/28/2025 8:27,56.68
9325,Gregory Brown,Ice Cream,Dessert,4,19.48,Cash,3/12/2025 8:06,77.92
9332,Michelle Rodriguez,Soup,Starter,3,14.6,Online Payment,1/21/2025 23:18,43.8
9369,Michelle Harris,Burger,Main,5,20.75,Credit Card,6/15/2025 23:04,103.75
9412,Elizabeth Clark,Cake,Dessert,2,18.29,Credit Card,1/12/2025 9:01,36.58
9414,Steven Melendez,Fries,Starter,4,15.55,Cash,8/13/2025 15:50,62.2
9428,Christina Donovan,Salad,Starter,5,3.53,Debit Card,2/20/2025 7:16,17.65
9429,Francisco Ramos,Pizza,Main,4,14.73,Online Payment,1/16/2025 23:15,58.92
9447,Connor Williams,Soup,Starter,1,12.23,Cash,3/15/2025 14:25,12.23
9450,Pamela Moore,Salad,Starter,3,22.03,Online Payment,7/14/2025 12:55,66.09
9485,Brittany Craig,Cake,Dessert,3,5.33,Online Payment,5/13/2025 20:32,15.99
9513,Lisa Walters,Brownie,Dessert,2,9.81,Debit Card,3/23/2025 18:38,19.62
9562,Brian Wood,Cake,Dessert,1,4.19,Online Payment,5/7/2025 3:09,4.19
9564,Jon Boyd,Pizza,Main,5,10.14,Cash,5/30/2025 22:52,50.7
9566,Matthew Cooper,Pasta,Main,1,23.91,Debit Card,3/11/2025 17:14,23.91
9578,Christopher Rodriguez,Salad,Starter,2,2.08,Debit Card,8/13/2025 11:41,4.16
9586,Sarah Ponce,Pizza,Main,4,22.44,Online Payment,2/21/2025 9:55,89.76
9593,Jamie Phillips,Fries,Starter,5,12.02,Debit Card,1/9/2025 13:54,60.1
9625,Matthew Rogers,Pizza,Main,1,16.55,Debit Card,6/3/2025 2:37,16.55
9659,Christopher Chapman,Soup,Starter,1,19.13,Online Payment,3/20/2025 14:46,19.13
9674,Ashley Hull,Pizza,Main,4,23.01,Credit Card,7/24/2025 5:14,92.04
9709,Susan Glenn,Cake,Dessert,4,21.78,Cash,6/20/2025 22:28,87.12
9737,Daniel Fowler,Salad,Starter,1,9.07,Credit Card,4/23/2025 6:37,9.07
9739,Monica Richards,Cake,Dessert,5,19.65,Credit Card,3/14/2025 5:55,98.25
9744,Jean Miller,Ice Cream,Dessert,5,9.69,Online Payment,5/29/2025 12:50,48.45
9748,Wesley Le,Cake,Dessert,3,24.03,Credit Card,7/4/2025 17:02,72.09
9764,Mark Thomas,Pizza,Main,5,18.14,Debit Card,7/8/2025 4:59,90.7
9769,Scott Clark,Burger,Main,2,17.22,Cash,5/28/2025 22:37,34.44
9772,Cody Gonzalez,Brownie,Dessert,5,2.81,Debit Card,4/20/2025 18:49,14.05
9779,Bobby Miles,Pizza,Main,5,9.43,Online Payment,1/22/2025 8:47,47.15
9798,Mark Randolph,Cake,Dessert,5,10.53,Cash,4/17/2025 18:30,52.65
9816,Katelyn Brown,Burger,Main,5,5.63,Cash,6/13/2025 3:41,28.15
9823,Kenneth Coleman,Salad,Starter,2,5.34,Cash,7/23/2025 20:49,10.68
9836,Jerry Pineda,Soup,Starter,3,15.99,Debit Card,7/15/2025 15:00,47.97
9839,Carl Olson,Salad,Starter,4,6.1,Debit Card,3/3/2025 2:35,24.4
9855,Anthony Robinson,Brownie,Dessert,5,3.58,Credit Card,5/2/2025 7:51,17.9
9859,William Rasmussen,Ice Cream,Dessert,5,10.01,Credit Card,3/24/2025 13:55,50.05
9879,Joseph Barnes,Ice Cream,Dessert,3,4.05,Cash,6/15/2025 5:15,12.15
9888,Timothy Harris,Pasta,Main,1,13.86,Debit Card,6/3/2025 18:34,13.86
9913,Kevin Walker,Fries,Starter,2,18.8,Debit Card,4/30/2025 5:04,37.6
9922,Brian Brown,Pasta,Main,5,16.28,Credit Card,8/10/2025 10:15,81.4
9927,Gary Phillips,Pasta,Main,2,17.57,Debit Card,3/24/2025 20:55,35.14
9936,Debbie Castillo,Salad,Starter,2,15.76,Credit Card,2/24/2025 1:19,31.52
9963,Jonathan Turner,Pasta,Main,4,3.07,Debit Card,2/5/2025 21:59,12.28
9969,Monica Hill,Fries,Starter,3,9.42,Debit Card,6/7/2025 9:10,28.26
9997,Elizabeth Hunter,Soup,Starter,1,4.58,Debit Card,1/11/2025 0:23,4.58
